record_id,risk_type,risk_type_ja,depth_m,hazard_source,scenario,risk_class,risk_basis,municipality_code,municipality_name,designation_level,designation_status,heritage_type_major,heritage_type_detail_norm,entity_class,name,depth_class
13104:62,river_flooding,浸水予想区域,0.0,神田川流域,,0,external point-grid sampling,13104,新宿区,Unknown,Unknown,未判定,未細分,point,太宗寺墓地出土品,0
13104:63,river_flooding,浸水予想区域,0.0,神田川流域,,0,external point-grid sampling,13104,新宿区,Unknown,Unknown,未判定,未細分,point,小銅鐸,0
13104:64,river_flooding,浸水予想区域,0.0,神田川流域,,0,external point-grid sampling,13104,新宿区,Unknown,Unknown,未判定,未細分,point,隆起線文系土器,0
13104:65,river_flooding,浸水予想区域,0.0,神田川流域,,0,external point-grid sampling,13104,新宿区,Unknown,Unknown,未判定,未細分,point,下落合横穴墓出土品,0
13104:66,river_flooding,浸水予想区域,0.0,城南地区河川流域,,0,external point-grid sampling,13104,新宿区,Unknown,Unknown,未判定,未細分,point,一行院墓地出土品,0
13104:67,river_flooding,浸水予想区域,0.0,神田川流域,,0,external point-grid sampling,13104,新宿区,Unknown,Unknown,未判定,未細分,point,中村家文書,0
13104:68,river_flooding,浸水予想区域,0.3,隅田川及び新河岸川流域,,0–0.5 m,external point-grid sampling,13104,新宿区,Unknown,Unknown,未判定,未細分,point,林光寺の歴代宗主銘,0–0.5 m
13104:69,river_flooding,浸水予想区域,0.0,神田川流域,,0,external point-grid sampling,13104,新宿区,Unknown,Unknown,未判定,未細分,point,亮朝院文書,0
13104:7,river_flooding,洪水浸水想定区域,0.01,隅田川・新河岸川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk,13104,新宿区,Unknown,Unknown,未判定,未細分,point,永心寺本堂,0–0.5 m
13104:70,river_flooding,浸水予想区域,0.0,神田川流域,,0,external point-grid sampling,13104,新宿区,Unknown,Unknown,未判定,未細分,point,中井御霊神社文書,0
13104:71,river_flooding,浸水予想区域,0.0,神田川流域,,0,external point-grid sampling,13104,新宿区,Unknown,Unknown,未判定,未細分,point,長厳寺文書,0
13104:72,high_tide,高潮浸水想定,0.16,東京都 高潮浸水想定区域図,,0–0.5 m,external polygon point-in-area,13104,新宿区,Unknown,Unknown,未判定,未細分,point,済松寺文書,0–0.5 m
13104:72,river_flooding,浸水予想区域,2.0,神田川流域,,0.5–3 m,external point-grid sampling,13104,新宿区,Unknown,Unknown,未判定,未細分,point,済松寺文書,0.5–3 m
13104:73,river_flooding,浸水予想区域,0.3,隅田川及び新河岸川流域,,0–0.5 m,external point-grid sampling,13104,新宿区,Unknown,Unknown,未判定,未細分,point,林光寺文書,0–0.5 m
13104:74,river_flooding,浸水予想区域,0.0,神田川流域,,0,external point-grid sampling,13104,新宿区,Unknown,Unknown,未判定,未細分,point,大聖院文書,0
13104:75,river_flooding,浸水予想区域,0.0,神田川流域,,0,external point-grid sampling,13104,新宿区,Unknown,Unknown,未判定,未細分,point,法身寺文書,0
13104:76,river_flooding,浸水予想区域,0.0,神田川流域,,0,external point-grid sampling,13104,新宿区,Unknown,Unknown,未判定,未細分,point,旭地蔵,0
13104:77,river_flooding,浸水予想区域,0.0,神田川流域,,0,external point-grid sampling,13104,新宿区,Unknown,Unknown,未判定,未細分,point,子供合埋碑,0
13104:78,river_flooding,浸水予想区域,0.0,神田川流域,,0,external point-grid sampling,13104,新宿区,Unknown,Unknown,未判定,未細分,point,式三番奉納額,0
13104:79,river_flooding,浸水予想区域,0.0,神田川流域,,0,external point-grid sampling,13104,新宿区,Unknown,Unknown,未判定,未細分,point,旧鈴法寺江戸番所資料,0
13104:8,river_flooding,洪水浸水想定区域,0.01,隅田川・新河岸川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk,13104,新宿区,Unknown,Unknown,未判定,未細分,point,永心寺山門,0–0.5 m
13104:80,river_flooding,浸水予想区域,0.0,神田川流域,,0,external point-grid sampling,13104,新宿区,Unknown,Unknown,未判定,未細分,point,空印の石手水鉢,0
13104:81,river_flooding,浸水予想区域,0.0,神田川流域,,0,external point-grid sampling,13104,新宿区,Unknown,Unknown,未判定,未細分,point,堀部武庸加功遺跡之碑,0
13104:82,river_flooding,浸水予想区域,0.0,神田川流域,,0,external point-grid sampling,13104,新宿区,Unknown,Unknown,未判定,未細分,point,幸国寺の日蓮聖人六百遠忌供養塔,0
13104:83,river_flooding,浸水予想区域,0.0,神田川流域,,0,external point-grid sampling,13104,新宿区,Unknown,Unknown,未判定,未細分,point,太宗寺の切支丹灯籠,0
13104:84,river_flooding,浸水予想区域,0.0,神田川流域,,0,external point-grid sampling,13104,新宿区,Unknown,Unknown,未判定,未細分,point,諸国旅人供養碑,0
13104:85,river_flooding,浸水予想区域,0.0,隅田川及び新河岸川流域,,0,external point-grid sampling,13104,新宿区,Unknown,Unknown,未判定,未細分,point,服部半蔵の槍,0
13104:86,river_flooding,浸水予想区域,0.0,城南地区河川流域,,0,external point-grid sampling,13104,新宿区,Unknown,Unknown,未判定,未細分,point,駿馬塚の碑,0
13104:87,river_flooding,浸水予想区域,0.0,神田川流域,,0,external point-grid sampling,13104,新宿区,Unknown,Unknown,未判定,未細分,point,月桂寺の切支丹灯籠,0
13104:88,river_flooding,洪水浸水想定区域,0.161,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk,13104,新宿区,Unknown,Unknown,未判定,未細分,point,木造七面明神半跏像及び宮殿,0–0.5 m
13104:89,river_flooding,洪水浸水想定区域,0.161,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk,13104,新宿区,Unknown,Unknown,未判定,未細分,point,木造妙見菩薩立像及び宮殿,0–0.5 m
13104:9,river_flooding,浸水予想区域,0.0,神田川流域,,0,external point-grid sampling,13104,新宿区,Unknown,Unknown,未判定,未細分,point,筑土八幡神社の石造鳥居,0
13104:90,river_flooding,洪水浸水想定区域,0.161,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk,13104,新宿区,Unknown,Unknown,未判定,未細分,point,木造諏訪大明神坐像及び宮殿,0–0.5 m
13104:91,river_flooding,洪水浸水想定区域,0.003,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk,13104,新宿区,Unknown,Unknown,未判定,未細分,point,市谷亀岡八幡宮の几号水準点(水鉢台座),0–0.5 m
13104:93,river_flooding,洪水浸水想定区域,0.052,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk,13104,新宿区,Unknown,Unknown,未判定,未細分,point,自証院の阿弥陀三尊種子板碑,0–0.5 m
13104:94,river_flooding,浸水予想区域,0.0,神田川流域,,0,external point-grid sampling,13104,新宿区,Unknown,Unknown,未判定,未細分,point,来迎寺の庚申塔,0
13104:95,river_flooding,浸水予想区域,0.0,神田川流域,,0,external point-grid sampling,13104,新宿区,Unknown,Unknown,未判定,未細分,point,正受院の奪衣婆像,0
13104:96,river_flooding,浸水予想区域,0.0,神田川流域,,0,external point-grid sampling,13104,新宿区,Unknown,Unknown,未判定,未細分,point,中井御霊神社の備射祭絵馬,0
13104:97,river_flooding,浸水予想区域,0.0,神田川流域,,0,external point-grid sampling,13104,新宿区,Unknown,Unknown,未判定,未細分,point,中井御霊神社の分木,0
13104:98,river_flooding,浸水予想区域,0.0,神田川流域,,0,external point-grid sampling,13104,新宿区,Unknown,Unknown,未判定,未細分,point,自性院の私年号板碑,0
13104:99,river_flooding,浸水予想区域,0.0,神田川流域,,0,external point-grid sampling,13104,新宿区,Unknown,Unknown,未判定,未細分,point,月見岡八幡神社の庚申塔,0
131067100003,river_flooding,洪水浸水想定区域,0.012,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk,13106,台東区,Municipal,Designated,民俗文化財,有形民俗文化財,point,旧吉田屋酒店,0–0.5 m
131067100027,river_flooding,浸水予想区域,0.0,神田川流域,,0,external point-grid sampling,13106,台東区,Municipal,Other,記念物,史跡,point,狩野芳崖墓 附 狩野芳崖翁碑,0
131067100029,high_tide,高潮浸水想定,1.26,東京都高潮浸水想定区域図（令和6年12月19日）,,0.5m以上3m未満,PLATEAU building risk,13106,台東区,Municipal,Other,有形文化財,建造物,building_direct,石造宝篋印塔,0.5–3 m
131067100029,river_flooding,洪水浸水想定区域,0.78,神田川流域;荒川水系神田川流域;隅田川・新河岸川流域,L2（想定最大規模）,0.5m以上3m未満;0.5m未満,PLATEAU building risk,13106,台東区,Municipal,Other,有形文化財,建造物,building_direct,石造宝篋印塔,0.5–3 m
131067100039,river_flooding,浸水予想区域,0.0,神田川流域,,0,external point-grid sampling,13106,台東区,Municipal,Other,記念物,史跡,point,大沼枕山墓,0
131067100046,river_flooding,浸水予想区域,0.0,神田川流域,,0,external point-grid sampling,13106,台東区,Municipal,Other,記念物,史跡,point,藤堂家墓所,0
131067100047,river_flooding,浸水予想区域,0.0,神田川流域,,0,external point-grid sampling,13106,台東区,Municipal,Other,記念物,史跡,point,河鍋暁斎墓,0
131067100052,river_flooding,浸水予想区域,0.0,神田川流域,,0,external point-grid sampling,13106,台東区,Municipal,Other,記念物,史跡,point,福地源一郎(桜痴)墓,0
131067100053,river_flooding,洪水浸水想定区域,0.117,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk,13106,台東区,Municipal,Other,記念物,史跡,point,横山大観旧居,0–0.5 m
131067100059,river_flooding,浸水予想区域,0.0,神田川流域,,0,external point-grid sampling,13106,台東区,Municipal,Other,民俗文化財,有形民俗文化財,point,延寿寺日荷堂絵馬群,0
131067100060,high_tide,高潮浸水想定,1.33,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area,13106,台東区,Municipal,Other,記念物,史跡,point,柴田是真墓,0.5–3 m
131067100060,river_flooding,浸水予想区域,1.07,隅田川及び新河岸川流域,,0.5–3 m,external point-grid sampling,13106,台東区,Municipal,Other,記念物,史跡,point,柴田是真墓,0.5–3 m
131067100066,river_flooding,洪水浸水想定区域,0.061,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk,13106,台東区,Municipal,Other,記念物,史跡,point,町田久成墓,0–0.5 m
131067100067,river_flooding,浸水予想区域,0.0,神田川流域,,0,external point-grid sampling,13106,台東区,Municipal,Other,記念物,史跡,point,田中芳男墓,0
131067100075,high_tide,高潮浸水想定,1.14,東京都高潮浸水想定区域図（令和6年12月19日）,,0.5m以上3m未満,PLATEAU building risk,13106,台東区,Municipal,Designated,民俗文化財,有形民俗文化財,point,浅草浅間神社本殿并びに諸資料 付 境内地,0.5–3 m
131067100075,river_flooding,洪水浸水想定区域,0.87,隅田川・新河岸川流域,L2（想定最大規模）,0.5m以上3m未満,PLATEAU building risk,13106,台東区,Municipal,Designated,民俗文化財,有形民俗文化財,point,浅草浅間神社本殿并びに諸資料 付 境内地,0.5–3 m
131067100110,river_flooding,浸水予想区域,0.0,神田川流域,,0,external point-grid sampling,13106,台東区,Municipal,Other,有形文化財,建造物,building_direct,上野広小路三橋遺構 附 出土近世遺物一括,0
131067100132,high_tide,高潮浸水想定,1.33,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area,13106,台東区,Municipal,Other,民俗文化財,有形民俗文化財,point,大太刀(陰陽丸),0.5–3 m
131067100132,river_flooding,浸水予想区域,1.07,隅田川及び新河岸川流域,,0.5–3 m,external point-grid sampling,13106,台東区,Municipal,Other,民俗文化財,有形民俗文化財,point,大太刀(陰陽丸),0.5–3 m
131067100134,high_tide,高潮浸水想定,0.51,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area,13106,台東区,Municipal,Other,有形文化財,建造物,building_direct,石造多宝塔,0.5–3 m
131067100134,river_flooding,浸水予想区域,0.35,神田川流域;隅田川及び新河岸川流域,,0;0–0.5 m,external point-grid sampling,13106,台東区,Municipal,Other,有形文化財,建造物,building_direct,石造多宝塔,0–0.5 m
131067100147,high_tide,高潮浸水想定,0.51,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area,13106,台東区,Municipal,Other,民俗文化財,有形民俗文化財,point,浅草寺絵馬・扁額群,0.5–3 m
131067100147,river_flooding,浸水予想区域,0.35,神田川流域;隅田川及び新河岸川流域,,0;0–0.5 m,external point-grid sampling,13106,台東区,Municipal,Other,民俗文化財,有形民俗文化財,point,浅草寺絵馬・扁額群,0–0.5 m
131067100162,high_tide,高潮浸水想定,1.01,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area,13106,台東区,Municipal,Other,民俗文化財,有形民俗文化財,point,吉徳これくしょん(和書),0.5–3 m
131067100162,river_flooding,浸水予想区域,0.42,神田川流域;隅田川及び新河岸川流域,,0;0–0.5 m,external point-grid sampling,13106,台東区,Municipal,Other,民俗文化財,有形民俗文化財,point,吉徳これくしょん(和書),0–0.5 m
131067100163,high_tide,高潮浸水想定,1.01,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area,13106,台東区,Municipal,Other,民俗文化財,有形民俗文化財,point,吉徳これくしょん(一枚刷),0.5–3 m
131067100163,river_flooding,浸水予想区域,0.42,神田川流域;隅田川及び新河岸川流域,,0;0–0.5 m,external point-grid sampling,13106,台東区,Municipal,Other,民俗文化財,有形民俗文化財,point,吉徳これくしょん(一枚刷),0–0.5 m
131067100168,high_tide,高潮浸水想定,1.01,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area,13106,台東区,Municipal,Other,民俗文化財,有形民俗文化財,point,吉徳これくしょん〔芝居番付類(一枚刷)〕,0.5–3 m
131067100168,river_flooding,浸水予想区域,0.42,神田川流域;隅田川及び新河岸川流域,,0;0–0.5 m,external point-grid sampling,13106,台東区,Municipal,Other,民俗文化財,有形民俗文化財,point,吉徳これくしょん〔芝居番付類(一枚刷)〕,0–0.5 m
131067100171,high_tide,高潮浸水想定,1.01,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area,13106,台東区,Municipal,Other,民俗文化財,有形民俗文化財,point,吉徳これくしょん(古文書),0.5–3 m
131067100171,river_flooding,浸水予想区域,0.42,神田川流域;隅田川及び新河岸川流域,,0;0–0.5 m,external point-grid sampling,13106,台東区,Municipal,Other,民俗文化財,有形民俗文化財,point,吉徳これくしょん(古文書),0–0.5 m
131067100174,high_tide,高潮浸水想定,1.01,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area,13106,台東区,Municipal,Other,民俗文化財,有形民俗文化財,point,吉徳これくしょん(羽子板),0.5–3 m
131067100174,river_flooding,浸水予想区域,0.42,神田川流域;隅田川及び新河岸川流域,,0;0–0.5 m,external point-grid sampling,13106,台東区,Municipal,Other,民俗文化財,有形民俗文化財,point,吉徳これくしょん(羽子板),0–0.5 m
131067100178,high_tide,高潮浸水想定,1.01,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area,13106,台東区,Municipal,Other,民俗文化財,有形民俗文化財,point,吉徳これくしょん(五月人形),0.5–3 m
131067100178,river_flooding,浸水予想区域,0.42,神田川流域;隅田川及び新河岸川流域,,0;0–0.5 m,external point-grid sampling,13106,台東区,Municipal,Other,民俗文化財,有形民俗文化財,point,吉徳これくしょん(五月人形),0–0.5 m
131067100181,high_tide,高潮浸水想定,1.01,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area,13106,台東区,Municipal,Other,民俗文化財,有形民俗文化財,point,吉徳これくしょん(雛人形),0.5–3 m
131067100181,river_flooding,浸水予想区域,0.42,神田川流域;隅田川及び新河岸川流域,,0;0–0.5 m,external point-grid sampling,13106,台東区,Municipal,Other,民俗文化財,有形民俗文化財,point,吉徳これくしょん(雛人形),0–0.5 m
131067100182,river_flooding,浸水予想区域,0.0,神田川流域,,0,external point-grid sampling,13106,台東区,Municipal,Other,記念物,史跡,point,渋沢栄一家墓所,0
131067100187,river_flooding,浸水予想区域,0.0,神田川流域,,0,external point-grid sampling,13106,台東区,Municipal,Other,記念物,史跡,point,徳川家光薨去に伴う殉死者の墓,0
131075100001,high_tide,高潮浸水想定,2.3,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area,13107,墨田区,Municipal,Unknown,有形文化財,建造物,building_direct,牛嶋神社石造鳥居,0.5–3 m
131075100001,river_flooding,浸水予想区域,0.15,隅田川及び新河岸川流域,,0–0.5 m,external point-grid sampling,13107,墨田区,Municipal,Unknown,有形文化財,建造物,building_direct,牛嶋神社石造鳥居,0–0.5 m
131075100002,high_tide,高潮浸水想定,4.73,東京都 高潮浸水想定区域図,,3–5 m,external polygon point-in-area,13107,墨田区,Municipal,Unknown,有形文化財,建造物,building_direct,白髭神社石造鳥居,3–5 m
131075100002,river_flooding,浸水予想区域,0.49,江東内部河川流域,,0–0.5 m,external point-grid sampling,13107,墨田区,Municipal,Unknown,有形文化財,建造物,building_direct,白髭神社石造鳥居,0–0.5 m
131075100003,high_tide,高潮浸水想定,3.75,東京都 高潮浸水想定区域図,,3–5 m,external polygon point-in-area,13107,墨田区,Municipal,Unknown,有形文化財,建造物,building_direct,多聞寺山門,3–5 m
131075100003,river_flooding,浸水予想区域,0.33,隅田川及び新河岸川流域,,0–0.5 m,external point-grid sampling,13107,墨田区,Municipal,Unknown,有形文化財,建造物,building_direct,多聞寺山門,0–0.5 m
131075100004,high_tide,高潮浸水想定,5.1,東京都高潮浸水想定区域図（令和6年12月19日）,,5m以上10m未満,PLATEAU building risk,13107,墨田区,Municipal,Unknown,有形文化財,建造物,building_direct,旧小山家住宅,5 m以上
131075100004,river_flooding,洪水浸水想定区域,1.3,江東内部河川流域,L2（想定最大規模）,0.5m以上3m未満,PLATEAU building risk,13107,墨田区,Municipal,Unknown,有形文化財,建造物,building_direct,旧小山家住宅,0.5–3 m
131075100006,high_tide,高潮浸水想定,2.83,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area,13107,墨田区,Municipal,Unknown,有形文化財,建造物,building_direct,三囲神社石造鳥居(堤下の大鳥居),0.5–3 m
131075100006,river_flooding,浸水予想区域,0.24,隅田川及び新河岸川流域,,0–0.5 m,external point-grid sampling,13107,墨田区,Municipal,Unknown,有形文化財,建造物,building_direct,三囲神社石造鳥居(堤下の大鳥居),0–0.5 m
131075100007,high_tide,高潮浸水想定,2.29,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area,13107,墨田区,Municipal,Unknown,有形文化財,建造物,building_direct,弘福寺本堂(大雄寳殿),0.5–3 m
131075100007,river_flooding,浸水予想区域,0.0,隅田川及び新河岸川流域,,0,external point-grid sampling,13107,墨田区,Municipal,Unknown,有形文化財,建造物,building_direct,弘福寺本堂(大雄寳殿),0
131075100008,high_tide,高潮浸水想定,2.83,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area,13107,墨田区,Municipal,Unknown,有形文化財,建造物,building_direct,三囲神社本社,0.5–3 m
131075100008,river_flooding,浸水予想区域,0.24,隅田川及び新河岸川流域,,0–0.5 m,external point-grid sampling,13107,墨田区,Municipal,Unknown,有形文化財,建造物,building_direct,三囲神社本社,0–0.5 m
131075100010,high_tide,高潮浸水想定,2.3,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area,13107,墨田区,Municipal,Unknown,有形文化財,建造物,building_direct,牛嶋神社社殿,0.5–3 m
131075100010,river_flooding,浸水予想区域,0.15,隅田川及び新河岸川流域,,0–0.5 m,external point-grid sampling,13107,墨田区,Municipal,Unknown,有形文化財,建造物,building_direct,牛嶋神社社殿,0–0.5 m
131075100011,high_tide,高潮浸水想定,2.3,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area,13107,墨田区,Municipal,Unknown,有形文化財,建造物,building_direct,牛嶋神社神輿蔵,0.5–3 m
131075100011,river_flooding,浸水予想区域,0.15,隅田川及び新河岸川流域,,0–0.5 m,external point-grid sampling,13107,墨田区,Municipal,Unknown,有形文化財,建造物,building_direct,牛嶋神社神輿蔵,0–0.5 m
131075100012,high_tide,高潮浸水想定,1.15,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area,13107,墨田区,Municipal,Unknown,有形文化財,建造物,building_direct,隅田川神社社殿,0.5–3 m
131075100012,river_flooding,浸水予想区域,0.0,隅田川及び新河岸川流域,,0,external point-grid sampling,13107,墨田区,Municipal,Unknown,有形文化財,建造物,building_direct,隅田川神社社殿,0
131075100014,high_tide,高潮浸水想定,1.22,東京都高潮浸水想定区域図（令和6年12月19日）,,0.5m以上3m未満,PLATEAU building risk,13107,墨田区,Municipal,Unknown,有形文化財,建造物,building_direct,實相寺熊谷稲荷堂 附再建関連文書ニ点・青図三枚・写真一点,0.5–3 m
131075100014,river_flooding,洪水浸水想定区域,0.08,隅田川・新河岸川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk,13107,墨田区,Municipal,Unknown,有形文化財,建造物,building_direct,實相寺熊谷稲荷堂 附再建関連文書ニ点・青図三枚・写真一点,0–0.5 m
131075100016,high_tide,高潮浸水想定,1.41,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area,13107,墨田区,Municipal,Unknown,有形文化財,歴史資料,point,楢崎宗重博士旧蔵美術資料群(楢崎宗重コレクション),0.5–3 m
131075100016,river_flooding,浸水予想区域,0.0,隅田川及び新河岸川流域,,0,external point-grid sampling,13107,墨田区,Municipal,Unknown,有形文化財,歴史資料,point,楢崎宗重博士旧蔵美術資料群(楢崎宗重コレクション),0
131075100017,high_tide,高潮浸水想定,1.41,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area,13107,墨田区,Municipal,Unknown,有形文化財,歴史資料,point,紙本着色「隅田川両岸景色図」一巻,0.5–3 m
131075100017,river_flooding,浸水予想区域,0.0,隅田川及び新河岸川流域,,0,external point-grid sampling,13107,墨田区,Municipal,Unknown,有形文化財,歴史資料,point,紙本着色「隅田川両岸景色図」一巻,0
131075100047,high_tide,高潮浸水想定,1.05,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area,13107,墨田区,Municipal,Unknown,有形文化財,歴史資料,point,都鳥手鑑 ※非公開,0.5–3 m
131075100047,river_flooding,浸水予想区域,0.0,隅田川及び新河岸川流域,,0,external point-grid sampling,13107,墨田区,Municipal,Unknown,有形文化財,歴史資料,point,都鳥手鑑 ※非公開,0
131075100048,high_tide,高潮浸水想定,4.37,東京都 高潮浸水想定区域図,,3–5 m,external polygon point-in-area,13107,墨田区,Municipal,Unknown,有形文化財,歴史資料,point,正福寺の板碑,3–5 m
131075100048,river_flooding,浸水予想区域,0.64,隅田川及び新河岸川流域,,0.5–3 m,external point-grid sampling,13107,墨田区,Municipal,Unknown,有形文化財,歴史資料,point,正福寺の板碑,0.5–3 m
131075100049,high_tide,高潮浸水想定,3.53,東京都 高潮浸水想定区域図,,3–5 m,external polygon point-in-area,13107,墨田区,Municipal,Unknown,有形文化財,歴史資料,point,法泉寺所蔵板碑 ※非公開,3–5 m
131075100049,river_flooding,浸水予想区域,0.11,隅田川及び新河岸川流域,,0–0.5 m,external point-grid sampling,13107,墨田区,Municipal,Unknown,有形文化財,歴史資料,point,法泉寺所蔵板碑 ※非公開,0–0.5 m
131075100050,high_tide,高潮浸水想定,4.12,東京都高潮浸水想定区域図（令和6年12月19日）,,3m以上5m未満,PLATEAU building risk,13107,墨田区,Municipal,Unknown,有形文化財,歴史資料,point,啓運閣所蔵板碑 ※非公開,3–5 m
131075100050,river_flooding,洪水浸水想定区域,0.56,江東内部河川流域,L2（想定最大規模）,0.5m以上3m未満,PLATEAU building risk,13107,墨田区,Municipal,Unknown,有形文化財,歴史資料,point,啓運閣所蔵板碑 ※非公開,0.5–3 m
131075100052,high_tide,高潮浸水想定,2.63,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area,13107,墨田区,Municipal,Unknown,有形文化財,歴史資料,point,松尾芭蕉「いざさらば」の句碑 (雪見の句碑),0.5–3 m
131075100052,river_flooding,浸水予想区域,0.08,隅田川及び新河岸川流域,,0–0.5 m,external point-grid sampling,13107,墨田区,Municipal,Unknown,有形文化財,歴史資料,point,松尾芭蕉「いざさらば」の句碑 (雪見の句碑),0–0.5 m
131075100053,high_tide,高潮浸水想定,2.77,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area,13107,墨田区,Municipal,Unknown,有形文化財,歴史資料,point,橋本家旧蔵板碑,0.5–3 m
131075100053,river_flooding,浸水予想区域,0.3,隅田川及び新河岸川流域,,0–0.5 m,external point-grid sampling,13107,墨田区,Municipal,Unknown,有形文化財,歴史資料,point,橋本家旧蔵板碑,0–0.5 m
131075100054,high_tide,高潮浸水想定,2.3,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area,13107,墨田区,Municipal,Unknown,有形文化財,歴史資料,point,烏亭焉馬「いそがずば」の狂歌碑,0.5–3 m
131075100054,river_flooding,浸水予想区域,0.15,隅田川及び新河岸川流域,,0–0.5 m,external point-grid sampling,13107,墨田区,Municipal,Unknown,有形文化財,歴史資料,point,烏亭焉馬「いそがずば」の狂歌碑,0–0.5 m
131075100055,high_tide,高潮浸水想定,2.83,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area,13107,墨田区,Municipal,Unknown,有形文化財,歴史資料,point,宝井其角「ゆうだちや」の句碑 (雨乞いの句碑),0.5–3 m
131075100055,river_flooding,浸水予想区域,0.24,隅田川及び新河岸川流域,,0–0.5 m,external point-grid sampling,13107,墨田区,Municipal,Unknown,有形文化財,歴史資料,point,宝井其角「ゆうだちや」の句碑 (雨乞いの句碑),0–0.5 m
131075100056,high_tide,高潮浸水想定,3.18,東京都 高潮浸水想定区域図,,3–5 m,external polygon point-in-area,13107,墨田区,Municipal,Unknown,有形文化財,歴史資料,point,秋葉神社の石造燈籠 寛保元年銘 二基 宝永元年銘 二基 宝永二年銘 二基,3–5 m
131075100056,river_flooding,浸水予想区域,0.29,隅田川及び新河岸川流域,,0–0.5 m,external point-grid sampling,13107,墨田区,Municipal,Unknown,有形文化財,歴史資料,point,秋葉神社の石造燈籠 寛保元年銘 二基 宝永元年銘 二基 宝永二年銘 二基,0–0.5 m
131075100057,high_tide,高潮浸水想定,3.23,東京都高潮浸水想定区域図（令和6年12月19日）,,3m以上5m未満,PLATEAU building risk,13107,墨田区,Municipal,Unknown,有形文化財,歴史資料,point,蓮花寺の石柱道標 文化十五年銘 一基 文政五年銘 一基,3–5 m
131075100057,river_flooding,洪水浸水想定区域,0.13,隅田川・新河岸川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk,13107,墨田区,Municipal,Unknown,有形文化財,歴史資料,point,蓮花寺の石柱道標 文化十五年銘 一基 文政五年銘 一基,0–0.5 m
131075100058,high_tide,高潮浸水想定,2.24,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area,13107,墨田区,Municipal,Unknown,有形文化財,歴史資料,point,要津寺雪中庵関係石碑群,0.5–3 m
131075100058,river_flooding,浸水予想区域,0.35,隅田川及び新河岸川流域,,0–0.5 m,external point-grid sampling,13107,墨田区,Municipal,Unknown,有形文化財,歴史資料,point,要津寺雪中庵関係石碑群,0–0.5 m
131075100059,high_tide,高潮浸水想定,3.75,東京都 高潮浸水想定区域図,,3–5 m,external polygon point-in-area,13107,墨田区,Municipal,Unknown,有形文化財,歴史資料,point,多聞寺の板碑,3–5 m
131075100059,river_flooding,浸水予想区域,0.33,隅田川及び新河岸川流域,,0–0.5 m,external point-grid sampling,13107,墨田区,Municipal,Unknown,有形文化財,歴史資料,point,多聞寺の板碑,0–0.5 m
131075100061,high_tide,高潮浸水想定,1.24,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area,13107,墨田区,Municipal,Unknown,有形文化財,歴史資料,point,石造海難供養碑,0.5–3 m
131075100061,river_flooding,浸水予想区域,0.0,隅田川及び新河岸川流域,,0,external point-grid sampling,13107,墨田区,Municipal,Unknown,有形文化財,歴史資料,point,石造海難供養碑,0
