record_id,municipality_code,municipality_name,designation_level,designation_status,heritage_type_major,heritage_type_detail_norm,entity_class,name,depth_m,hazard_source,scenario,risk_basis,risk_type,depth_class
official_export_002:158,13104,新宿区,National,Registered,有形文化財,建造物,building_direct,旧島津家住宅アトリエ,0.0,神田川流域,,external point-grid sampling,river_flooding,0
official_export_002:167,13104,新宿区,National,Registered,有形文化財,建造物,building_direct,旧常盤家本館(石合家住宅主屋),0.013,神田川流域,L2（想定最大規模）,PLATEAU building risk,river_flooding,0–0.5 m
official_export_002:201,13104,新宿区,National,Registered,有形文化財,建造物,building_direct,栗原家住宅稲荷社及び石鳥居,0.0,神田川流域,,external point-grid sampling,river_flooding,0
official_export_002:202,13104,新宿区,National,Registered,有形文化財,建造物,building_direct,栗原家住宅蔵,0.009,神田川流域,L2（想定最大規模）,PLATEAU building risk,river_flooding,0–0.5 m
official_export_002:203,13104,新宿区,National,Registered,有形文化財,建造物,building_direct,栗原家住宅主屋,0.009,神田川流域,L2（想定最大規模）,PLATEAU building risk,river_flooding,0–0.5 m
official_export_002:204,13104,新宿区,National,Registered,有形文化財,建造物,building_direct,栗原家住宅門柱及び塀,0.0,神田川流域,,external point-grid sampling,river_flooding,0
official_export_002:269,13104,新宿区,National,Registered,有形文化財,建造物,building_direct,新潮社倉庫,0.11,神田川流域,L2（想定最大規模）,PLATEAU building risk,river_flooding,0–0.5 m
official_export_002:270,13104,新宿区,National,Registered,有形文化財,建造物,building_direct,新潮社本館,0.11,神田川流域,L2（想定最大規模）,PLATEAU building risk,river_flooding,0–0.5 m
official_export_002:273,13104,新宿区,National,Registered,有形文化財,建造物,building_direct,鈴木家住宅主屋,0.197,神田川流域,L2（想定最大規模）,PLATEAU building risk,river_flooding,0–0.5 m
official_export_002:295,13104,新宿区,National,Registered,有形文化財,建造物,building_direct,高橋建築事務所社屋,0.0,神田川流域,,external point-grid sampling,river_flooding,0
official_export_002:388,13104,新宿区,National,Registered,有形文化財,建造物,building_direct,日本バプテストキリスト教目白ヶ丘教会礼拝堂,0.012,神田川流域,L2（想定最大規模）,PLATEAU building risk,river_flooding,0–0.5 m
official_export_002:433,13104,新宿区,National,Registered,有形文化財,建造物,building_direct,宮城道雄記念館検校の間,0.0,神田川流域,,external point-grid sampling,river_flooding,0
official_export_002:456,13104,新宿区,National,Registered,有形文化財,建造物,building_direct,安与ビル,0.0,神田川流域,,external point-grid sampling,river_flooding,0
official_export_002:465,13104,新宿区,National,Registered,有形文化財,建造物,building_direct,矢来能楽堂,0.057,神田川流域,L2（想定最大規模）,PLATEAU building risk,river_flooding,0–0.5 m
official_export_003:47,13104,新宿区,National,Designated,記念物,天然記念物,point,哲学堂公園,0.0,神田川流域,,external point-grid sampling,river_flooding,0
official_export_003:69,13104,新宿区,National,Designated,記念物,天然記念物,point,山鹿素行墓,0.0,神田川流域,,external point-grid sampling,river_flooding,0
official_export_003:75,13104,新宿区,National,Designated,記念物,天然記念物,point,林氏墓地,0.0,神田川流域,,external point-grid sampling,river_flooding,0
1,13105,文京区,Tokyo Metropolitan,Designated,有形文化財,建造物,building_direct,湯島天満宮表鳥居,0.015,神田川流域,L2（想定最大規模）,PLATEAU building risk,river_flooding,0–0.5 m
2,13105,文京区,Tokyo Metropolitan,Designated,有形文化財,建造物,building_direct,求道会館,0.03,神田川流域;秋川・平井川流域,L2（想定最大規模）,PLATEAU building risk,river_flooding,0–0.5 m
155,13105,文京区,Tokyo Metropolitan,Designated,記念物,旧跡,point,藤田東湖護母致命の処,0.866,神田川流域;荒川水系神田川流域,L2（想定最大規模）,PLATEAU building risk,river_flooding,0.5–3 m
156,13105,文京区,Tokyo Metropolitan,Designated,記念物,旧跡,point,森?外遺跡,0.0,神田川流域,,external point-grid sampling,river_flooding,0
196,13105,文京区,Tokyo Metropolitan,Designated,記念物,名勝,point,旧安田楠雄邸庭園,0.01,神田川流域,L2（想定最大規模）,PLATEAU building risk,river_flooding,0–0.5 m
240,13105,文京区,Tokyo Metropolitan,Designated,記念物,史跡,point,原氏墓所,0.0,隅田川及び新河岸川流域,,external point-grid sampling,river_flooding,0
official_export_001:4,13105,文京区,National,Designated,有形文化財,建造物,building_direct,旧磯野家住宅,0.0,神田川流域,,external point-grid sampling,river_flooding,0
official_export_001:5,13105,文京区,National,Designated,有形文化財,建造物,building_direct,旧磯野家住宅,0.004,神田川流域,L2（想定最大規模）,PLATEAU building risk,river_flooding,0–0.5 m
official_export_001:18,13105,文京区,National,Designated,有形文化財,建造物,building_direct,旧加賀屋敷御守殿門(赤門),0.005,神田川流域,L2（想定最大規模）,PLATEAU building risk,river_flooding,0–0.5 m
official_export_001:61,13105,文京区,National,Designated,有形文化財,建造物,building_direct,護国寺月光殿(旧日光院客殿),0.0,神田川流域,,external point-grid sampling,river_flooding,0
official_export_001:62,13105,文京区,National,Designated,有形文化財,建造物,building_direct,護国寺本堂,0.0,神田川流域,,external point-grid sampling,river_flooding,0
official_export_001:83,13105,文京区,National,Designated,有形文化財,建造物,building_direct,スカイハウス(旧菊竹清訓自邸),0.14,神田川流域,L2（想定最大規模）,PLATEAU building risk,river_flooding,0–0.5 m
official_export_001:102,13105,文京区,National,Designated,有形文化財,建造物,building_direct,旧東京医学校本館,0.523,神田川流域,L2（想定最大規模）,PLATEAU building risk,river_flooding,0.5–3 m
official_export_001:119,13105,文京区,National,Designated,有形文化財,建造物,building_direct,根津神社,0.0,神田川流域,,external point-grid sampling,river_flooding,0
official_export_001:120,13105,文京区,National,Designated,有形文化財,建造物,building_direct,根津神社,0.0,神田川流域,,external point-grid sampling,river_flooding,0
official_export_001:121,13105,文京区,National,Designated,有形文化財,建造物,building_direct,根津神社,0.0,神田川流域,,external point-grid sampling,river_flooding,0
official_export_001:122,13105,文京区,National,Designated,有形文化財,建造物,building_direct,根津神社,0.0,神田川流域,,external point-grid sampling,river_flooding,0
official_export_001:123,13105,文京区,National,Designated,有形文化財,建造物,building_direct,根津神社,0.0,神田川流域,,external point-grid sampling,river_flooding,0
official_export_001:124,13105,文京区,National,Designated,有形文化財,建造物,building_direct,根津神社,0.0,神田川流域,,external point-grid sampling,river_flooding,0
official_export_001:125,13105,文京区,National,Designated,有形文化財,建造物,building_direct,根津神社,0.0,神田川流域,,external point-grid sampling,river_flooding,0
official_export_002:5,13105,文京区,National,Registered,有形文化財,建造物,building_direct,芦葉家住宅倉庫,0.0,神田川流域,,external point-grid sampling,river_flooding,0
official_export_002:6,13105,文京区,National,Registered,有形文化財,建造物,building_direct,芦葉家住宅門,0.0,神田川流域,,external point-grid sampling,river_flooding,0
official_export_002:18,13105,文京区,National,Registered,有形文化財,建造物,building_direct,池田家住宅主屋,0.063,神田川流域,L2（想定最大規模）,PLATEAU building risk,river_flooding,0–0.5 m
official_export_002:26,13105,文京区,National,Registered,有形文化財,建造物,building_direct,伊勢五蔵,0.0,神田川流域,,external point-grid sampling,river_flooding,0
official_export_002:27,13105,文京区,National,Registered,有形文化財,建造物,building_direct,伊勢五主屋,0.0,神田川流域,,external point-grid sampling,river_flooding,0
official_export_002:39,13105,文京区,National,Registered,有形文化財,建造物,building_direct,今井家住宅蔵,0.002,神田川流域,L2（想定最大規模）,PLATEAU building risk,river_flooding,0–0.5 m
official_export_002:50,13105,文京区,National,Registered,有形文化財,建造物,building_direct,梅村家住宅(旧山崎家住宅)主屋,0.021,神田川流域,L2（想定最大規模）,PLATEAU building risk,river_flooding,0–0.5 m
official_export_002:51,13105,文京区,National,Registered,有形文化財,建造物,building_direct,梅村家住宅(旧山崎家住宅)門,0.0,神田川流域,,external point-grid sampling,river_flooding,0
official_export_002:52,13105,文京区,National,Registered,有形文化財,建造物,building_direct,エチソウビル,0.02,神田川流域,L2（想定最大規模）,PLATEAU building risk,river_flooding,0–0.5 m
official_export_002:72,13105,文京区,National,Registered,有形文化財,建造物,building_direct,お茶の水女子大学表門,0.0,神田川流域,,external point-grid sampling,river_flooding,0
official_export_002:73,13105,文京区,National,Registered,有形文化財,建造物,building_direct,お茶の水女子大学講堂,0.069,神田川流域,L2（想定最大規模）,PLATEAU building risk,river_flooding,0–0.5 m
official_export_002:74,13105,文京区,National,Registered,有形文化財,建造物,building_direct,お茶の水女子大学附属幼稚園園舎,0.196,神田川流域,L2（想定最大規模）,PLATEAU building risk,river_flooding,0–0.5 m
official_export_002:75,13105,文京区,National,Registered,有形文化財,建造物,building_direct,お茶の水女子大学本館,0.069,神田川流域,L2（想定最大規模）,PLATEAU building risk,river_flooding,0–0.5 m
official_export_002:101,13105,文京区,National,Registered,有形文化財,建造物,building_direct,金澤家住宅主屋,0.01,神田川流域,L2（想定最大規模）,PLATEAU building risk,river_flooding,0–0.5 m
official_export_002:102,13105,文京区,National,Registered,有形文化財,建造物,building_direct,金澤家住宅門及び塀,0.0,神田川流域,,external point-grid sampling,river_flooding,0
official_export_002:103,13105,文京区,National,Registered,有形文化財,建造物,building_direct,金澤家住宅洋館,0.01,神田川流域,L2（想定最大規模）,PLATEAU building risk,river_flooding,0–0.5 m
official_export_002:174,13105,文京区,National,Registered,有形文化財,建造物,building_direct,旧弘田家住宅主屋,0.0,神田川流域,,external point-grid sampling,river_flooding,0
official_export_002:175,13105,文京区,National,Registered,有形文化財,建造物,building_direct,旧弘田家住宅門柱及び塀,0.0,神田川流域,,external point-grid sampling,river_flooding,0
official_export_002:244,13105,文京区,National,Registered,有形文化財,建造物,building_direct,さかえビル,0.13,神田川流域,L2（想定最大規模）,PLATEAU building risk,river_flooding,0–0.5 m
official_export_002:250,13105,文京区,National,Registered,有形文化財,建造物,building_direct,島薗家住宅主屋,0.0,神田川流域,,external point-grid sampling,river_flooding,0
official_export_002:266,13105,文京区,National,Registered,有形文化財,建造物,building_direct,進開屋,0.043,神田川流域,L2（想定最大規模）,PLATEAU building risk,river_flooding,0–0.5 m
official_export_002:272,13105,文京区,National,Registered,有形文化財,建造物,building_direct,新町館(三宅家住宅),0.014,神田川流域,L2（想定最大規模）,PLATEAU building risk,river_flooding,0–0.5 m
official_export_002:279,13105,文京区,National,Registered,有形文化財,建造物,building_direct,瀬川家住宅(旧古市家住宅)蔵,0.0,神田川流域,,external point-grid sampling,river_flooding,0
official_export_002:280,13105,文京区,National,Registered,有形文化財,建造物,building_direct,瀬川家住宅(旧古市家住宅)主屋,0.019,神田川流域,L2（想定最大規模）,PLATEAU building risk,river_flooding,0–0.5 m
official_export_002:288,13105,文京区,National,Registered,有形文化財,建造物,building_direct,髙木家住宅離れ,0.0,隅田川及び新河岸川流域,,external point-grid sampling,river_flooding,0
official_export_002:289,13105,文京区,National,Registered,有形文化財,建造物,building_direct,髙木家住宅洋館,0.0,隅田川及び新河岸川流域,,external point-grid sampling,river_flooding,0
official_export_002:301,13105,文京区,National,Registered,有形文化財,建造物,building_direct,田口家住宅主屋,0.0,神田川流域,,external point-grid sampling,river_flooding,0
official_export_002:303,13105,文京区,National,Registered,有形文化財,建造物,building_direct,棚澤書店,0.183,神田川流域,L2（想定最大規模）,PLATEAU building risk,river_flooding,0–0.5 m
official_export_002:313,13105,文京区,National,Registered,有形文化財,建造物,building_direct,椿山荘残月,0.0,神田川流域,,external point-grid sampling,river_flooding,0
official_export_002:314,13105,文京区,National,Registered,有形文化財,建造物,building_direct,椿山荘三重塔,0.0,神田川流域,,external point-grid sampling,river_flooding,0
official_export_002:328,13105,文京区,National,Registered,有形文化財,建造物,building_direct,東京カテドラル鐘塔,0.0,神田川流域,,external point-grid sampling,river_flooding,0
official_export_002:329,13105,文京区,National,Registered,有形文化財,建造物,building_direct,東京カテドラル聖マリア大聖堂,0.0,神田川流域,,external point-grid sampling,river_flooding,0
official_export_002:347,13105,文京区,National,Registered,有形文化財,建造物,building_direct,東京大学工学部1号館,0.0,神田川流域,,external point-grid sampling,river_flooding,0
official_export_002:348,13105,文京区,National,Registered,有形文化財,建造物,building_direct,東京大学工学部列品館,0.0,神田川流域,,external point-grid sampling,river_flooding,0
official_export_002:350,13105,文京区,National,Registered,有形文化財,建造物,building_direct,東京大学大講堂(安田講堂),0.0,神田川流域,,external point-grid sampling,river_flooding,0
official_export_002:351,13105,文京区,National,Registered,有形文化財,建造物,building_direct,東京大学法学部3号館,0.071,神田川流域,L2（想定最大規模）,PLATEAU building risk,river_flooding,0–0.5 m
official_export_002:352,13105,文京区,National,Registered,有形文化財,建造物,building_direct,東京大学法文1号館,0.0,神田川流域,,external point-grid sampling,river_flooding,0
official_export_002:353,13105,文京区,National,Registered,有形文化財,建造物,building_direct,東京大学法文2号館,0.0,神田川流域,,external point-grid sampling,river_flooding,0
official_export_002:354,13105,文京区,National,Registered,有形文化財,建造物,building_direct,東京大学本郷正門及び門衛所,0.0,神田川流域,,external point-grid sampling,river_flooding,0
official_export_002:355,13105,文京区,National,Registered,有形文化財,建造物,building_direct,東京大学野球場観覧席・ダッグアウト及びフェンス,0.003,神田川流域,L2（想定最大規模）,PLATEAU building risk,river_flooding,0–0.5 m
official_export_002:358,13105,文京区,National,Registered,有形文化財,建造物,building_direct,東京地下鉄丸ノ内線御茶ノ水駅出入口上家,1.0,神田川流域,,external point-grid sampling,river_flooding,0.5–3 m
official_export_002:379,13105,文京区,National,Registered,有形文化財,建造物,building_direct,日本基督教団根津教会,0.107,神田川流域,L2（想定最大規模）,PLATEAU building risk,river_flooding,0–0.5 m
official_export_002:380,13105,文京区,National,Registered,有形文化財,建造物,building_direct,日本基督教団根津教会門及び塀,0.0,神田川流域,,external point-grid sampling,river_flooding,0
official_export_002:382,13105,文京区,National,Registered,有形文化財,建造物,building_direct,日本基督教団本郷中央教会,0.135,神田川流域,L2（想定最大規模）,PLATEAU building risk,river_flooding,0–0.5 m
official_export_002:383,13105,文京区,National,Registered,有形文化財,建造物,building_direct,日本基督教団弓町本郷教会,0.011,神田川流域,L2（想定最大規模）,PLATEAU building risk,river_flooding,0–0.5 m
official_export_002:387,13105,文京区,National,Registered,有形文化財,建造物,building_direct,日本聖公会東京教区東京諸聖徒教会礼拝堂,0.034,神田川流域,L2（想定最大規模）,PLATEAU building risk,river_flooding,0–0.5 m
official_export_002:390,13105,文京区,National,Registered,有形文化財,建造物,building_direct,橋本家住宅,0.176,神田川流域,L2（想定最大規模）,PLATEAU building risk,river_flooding,0–0.5 m
official_export_002:397,13105,文京区,National,Registered,有形文化財,建造物,building_direct,はん亭,0.0,神田川流域,,external point-grid sampling,river_flooding,0
official_export_002:406,13105,文京区,National,Registered,有形文化財,建造物,building_direct,平野家住宅蔵,0.0,神田川流域,,external point-grid sampling,river_flooding,0
official_export_002:407,13105,文京区,National,Registered,有形文化財,建造物,building_direct,平野家住宅主屋,0.0,神田川流域,,external point-grid sampling,river_flooding,0
official_export_002:408,13105,文京区,National,Registered,有形文化財,建造物,building_direct,平野家住宅茶室,0.0,神田川流域,,external point-grid sampling,river_flooding,0
official_export_002:409,13105,文京区,National,Registered,有形文化財,建造物,building_direct,平野家住宅茶室門,0.0,神田川流域,,external point-grid sampling,river_flooding,0
official_export_002:410,13105,文京区,National,Registered,有形文化財,建造物,building_direct,平野家住宅門,0.0,神田川流域,,external point-grid sampling,river_flooding,0
official_export_002:411,13105,文京区,National,Registered,有形文化財,建造物,building_direct,平野家住宅洋館,0.0,神田川流域,,external point-grid sampling,river_flooding,0
official_export_002:414,13105,文京区,National,Registered,有形文化財,建造物,building_direct,鳳明館本館,0.023,神田川流域,L2（想定最大規模）,PLATEAU building risk,river_flooding,0–0.5 m
official_export_002:419,13105,文京区,National,Registered,有形文化財,建造物,building_direct,松井家住宅表門及び塀,0.042,神田川流域,L2（想定最大規模）,PLATEAU building risk,river_flooding,0–0.5 m
official_export_002:420,13105,文京区,National,Registered,有形文化財,建造物,building_direct,松井家住宅主屋,0.042,神田川流域,L2（想定最大規模）,PLATEAU building risk,river_flooding,0–0.5 m
official_export_002:421,13105,文京区,National,Registered,有形文化財,建造物,building_direct,松井家住宅蔵,0.042,神田川流域,L2（想定最大規模）,PLATEAU building risk,river_flooding,0–0.5 m
official_export_002:454,13105,文京区,National,Registered,有形文化財,建造物,building_direct,森博士の家,0.21,神田川流域,L2（想定最大規模）,PLATEAU building risk,river_flooding,0–0.5 m
official_export_002:459,13105,文京区,National,Registered,有形文化財,建造物,building_direct,山﨑家住宅主屋,0.013,神田川流域,L2（想定最大規模）,PLATEAU building risk,river_flooding,0–0.5 m
official_export_002:461,13105,文京区,National,Registered,有形文化財,建造物,building_direct,山脇家住宅表門及び塀,0.0,神田川流域,,external point-grid sampling,river_flooding,0
official_export_002:462,13105,文京区,National,Registered,有形文化財,建造物,building_direct,山脇家住宅主屋,0.0,神田川流域,,external point-grid sampling,river_flooding,0
official_export_002:463,13105,文京区,National,Registered,有形文化財,建造物,building_direct,弥生正緑館(渋谷家住宅洋館)主屋,0.0,神田川流域,,external point-grid sampling,river_flooding,0
official_export_002:464,13105,文京区,National,Registered,有形文化財,建造物,building_direct,弥生正緑館(渋谷家住宅洋館)庭門,0.0,神田川流域,,external point-grid sampling,river_flooding,0
official_export_003:8,13105,文京区,National,Designated,記念物,天然記念物,point,大塚先儒墓所,0.0,神田川流域,,external point-grid sampling,river_flooding,0
official_export_003:12,13105,文京区,National,Designated,記念物,天然記念物,point,懐徳館庭園(旧加賀藩主前田氏本郷本邸庭園),0.0,神田川流域,,external point-grid sampling,river_flooding,0
official_export_003:23,13105,文京区,National,Designated,記念物,天然記念物,point,小石川後楽園,1.0,神田川流域,,external point-grid sampling,river_flooding,0.5–3 m
official_export_003:24,13105,文京区,National,Designated,記念物,天然記念物,point,小石川植物園(御薬園跡及び養生所跡),0.243,神田川流域,L2（想定最大規模）,PLATEAU building risk,river_flooding,0–0.5 m
official_export_003:40,13105,文京区,National,Designated,記念物,天然記念物,point,高島秋帆墓,0.0,神田川流域,,external point-grid sampling,river_flooding,0
official_export_003:70,13105,文京区,National,Designated,記念物,天然記念物,point,弥生二丁目遺跡,0.0,神田川流域,,external point-grid sampling,river_flooding,0
official_export_003:71,13105,文京区,National,Designated,記念物,天然記念物,point,湯島聖堂,0.0,神田川流域,,external point-grid sampling,river_flooding,0
official_export_003:73,13105,文京区,National,Designated,記念物,天然記念物,point,六義園,0.0,隅田川及び新河岸川流域,,external point-grid sampling,river_flooding,0
3,13106,台東区,Tokyo Metropolitan,Designated,有形文化財,建造物,building_direct,浅草寺六角堂,0.01,神田川流域;秋川及び平井川流域;隅田川及び新河岸川流域,,external point-grid sampling,river_flooding,0–0.5 m
94,13106,台東区,Tokyo Metropolitan,Designated,有形文化財,歴史資料,point,西仏板碑,0.0,神田川流域,,external point-grid sampling,river_flooding,0
157,13106,台東区,Tokyo Metropolitan,Designated,記念物,旧跡,point,戸田茂睡墓,0.0,神田川流域;隅田川及び新河岸川流域,,external point-grid sampling,river_flooding,0
158,13106,台東区,Tokyo Metropolitan,Designated,記念物,旧跡,point,六地蔵石燈籠,0.0,神田川流域;隅田川及び新河岸川流域,,external point-grid sampling,river_flooding,0
159,13106,台東区,Tokyo Metropolitan,Designated,記念物,旧跡,point,玉川庄右衛門及び同清右衛門墓,0.67,神田川流域;隅田川・新河岸川流域,L2（想定最大規模）,PLATEAU building risk,river_flooding,0.5–3 m
160,13106,台東区,Tokyo Metropolitan,Designated,記念物,旧跡,point,大久保主水墓,0.057,神田川流域,L2（想定最大規模）,PLATEAU building risk,river_flooding,0–0.5 m
161,13106,台東区,Tokyo Metropolitan,Designated,記念物,旧跡,point,谷文晁墓,0.19,神田川流域;隅田川及び新河岸川流域,,external point-grid sampling,river_flooding,0–0.5 m
162,13106,台東区,Tokyo Metropolitan,Designated,記念物,旧跡,point,幡随院長兵衛墓,0.19,神田川流域;隅田川及び新河岸川流域,,external point-grid sampling,river_flooding,0–0.5 m
163,13106,台東区,Tokyo Metropolitan,Designated,記念物,旧跡,point,慈海僧正墓,0.0,神田川流域,,external point-grid sampling,river_flooding,0
164,13106,台東区,Tokyo Metropolitan,Designated,記念物,旧跡,point,葛飾北斎墓,0.29,隅田川・新河岸川流域,L2（想定最大規模）,PLATEAU building risk,river_flooding,0–0.5 m
165,13106,台東区,Tokyo Metropolitan,Designated,記念物,旧跡,point,山田宗?墓,0.43,隅田川・新河岸川流域,L2（想定最大規模）,PLATEAU building risk,river_flooding,0–0.5 m
166,13106,台東区,Tokyo Metropolitan,Designated,記念物,旧跡,point,了翁禅師塔碑,0.0,神田川流域,,external point-grid sampling,river_flooding,0
167,13106,台東区,Tokyo Metropolitan,Designated,記念物,旧跡,point,天海僧正毛髪塔,0.0,神田川流域,,external point-grid sampling,river_flooding,0
168,13106,台東区,Tokyo Metropolitan,Designated,記念物,旧跡,point,樋口定伊墓,0.0,神田川流域,,external point-grid sampling,river_flooding,0
169,13106,台東区,Tokyo Metropolitan,Designated,記念物,旧跡,point,山岡鉄舟墓,0.0,神田川流域,,external point-grid sampling,river_flooding,0
170,13106,台東区,Tokyo Metropolitan,Designated,記念物,旧跡,point,三遊亭円朝墓,0.0,神田川流域,,external point-grid sampling,river_flooding,0
206,13106,台東区,Tokyo Metropolitan,Designated,記念物,天然記念物,point,玉林寺のシイ,0.822,神田川流域,L2（想定最大規模）,PLATEAU building risk,river_flooding,0.5–3 m
241,13106,台東区,Tokyo Metropolitan,Designated,記念物,史跡,point,太宰春台墓,0.215,神田川流域,L2（想定最大規模）,PLATEAU building risk,river_flooding,0–0.5 m
242,13106,台東区,Tokyo Metropolitan,Designated,記念物,史跡,point,浄厳律師墓,0.0,神田川流域,,external point-grid sampling,river_flooding,0
243,13106,台東区,Tokyo Metropolitan,Designated,記念物,史跡,point,子規庵,0.07,隅田川・新河岸川流域,L2（想定最大規模）,PLATEAU building risk,river_flooding,0–0.5 m
244,13106,台東区,Tokyo Metropolitan,Designated,記念物,史跡,point,中村不折旧宅(書道博物館),0.06,隅田川・新河岸川流域,L2（想定最大規模）,PLATEAU building risk,river_flooding,0–0.5 m
131067100003,13106,台東区,Municipal,Designated,民俗文化財,有形民俗文化財,point,旧吉田屋酒店,0.012,神田川流域,L2（想定最大規模）,PLATEAU building risk,river_flooding,0–0.5 m
131067100027,13106,台東区,Municipal,Other,記念物,史跡,point,狩野芳崖墓 附 狩野芳崖翁碑,0.0,神田川流域,,external point-grid sampling,river_flooding,0
131067100029,13106,台東区,Municipal,Other,有形文化財,建造物,building_direct,石造宝篋印塔,0.78,神田川流域;荒川水系神田川流域;隅田川・新河岸川流域,L2（想定最大規模）,PLATEAU building risk,river_flooding,0.5–3 m
131067100039,13106,台東区,Municipal,Other,記念物,史跡,point,大沼枕山墓,0.0,神田川流域,,external point-grid sampling,river_flooding,0
131067100046,13106,台東区,Municipal,Other,記念物,史跡,point,藤堂家墓所,0.0,神田川流域,,external point-grid sampling,river_flooding,0
131067100047,13106,台東区,Municipal,Other,記念物,史跡,point,河鍋暁斎墓,0.0,神田川流域,,external point-grid sampling,river_flooding,0
131067100052,13106,台東区,Municipal,Other,記念物,史跡,point,福地源一郎(桜痴)墓,0.0,神田川流域,,external point-grid sampling,river_flooding,0
131067100053,13106,台東区,Municipal,Other,記念物,史跡,point,横山大観旧居,0.117,神田川流域,L2（想定最大規模）,PLATEAU building risk,river_flooding,0–0.5 m
131067100059,13106,台東区,Municipal,Other,民俗文化財,有形民俗文化財,point,延寿寺日荷堂絵馬群,0.0,神田川流域,,external point-grid sampling,river_flooding,0
131067100060,13106,台東区,Municipal,Other,記念物,史跡,point,柴田是真墓,1.07,隅田川及び新河岸川流域,,external point-grid sampling,river_flooding,0.5–3 m
131067100066,13106,台東区,Municipal,Other,記念物,史跡,point,町田久成墓,0.061,神田川流域,L2（想定最大規模）,PLATEAU building risk,river_flooding,0–0.5 m
131067100067,13106,台東区,Municipal,Other,記念物,史跡,point,田中芳男墓,0.0,神田川流域,,external point-grid sampling,river_flooding,0
131067100075,13106,台東区,Municipal,Designated,民俗文化財,有形民俗文化財,point,浅草浅間神社本殿并びに諸資料 付 境内地,0.87,隅田川・新河岸川流域,L2（想定最大規模）,PLATEAU building risk,river_flooding,0.5–3 m
131067100100,13106,台東区,Municipal,Other,民俗文化財,有形民俗文化財,point,橋場地域の生活資料(鈴木家資料),,,,,river_flooding,No data
131067100101,13106,台東区,Municipal,Other,民俗文化財,有形民俗文化財,point,橋場地域の生活資料(東城家資料),,,,,river_flooding,No data
131067100110,13106,台東区,Municipal,Other,有形文化財,建造物,building_direct,上野広小路三橋遺構 附 出土近世遺物一括,0.0,神田川流域,,external point-grid sampling,river_flooding,0
131067100116,13106,台東区,Municipal,Other,民俗文化財,有形民俗文化財,point,庚申塔,,,,,river_flooding,No data
131067100132,13106,台東区,Municipal,Other,民俗文化財,有形民俗文化財,point,大太刀(陰陽丸),1.07,隅田川及び新河岸川流域,,external point-grid sampling,river_flooding,0.5–3 m
131067100134,13106,台東区,Municipal,Other,有形文化財,建造物,building_direct,石造多宝塔,0.35,神田川流域;隅田川及び新河岸川流域,,external point-grid sampling,river_flooding,0–0.5 m
131067100146,13106,台東区,Municipal,Other,民俗文化財,有形民俗文化財,point,今戸人形の型,,,,,river_flooding,No data
131067100147,13106,台東区,Municipal,Other,民俗文化財,有形民俗文化財,point,浅草寺絵馬・扁額群,0.35,神田川流域;隅田川及び新河岸川流域,,external point-grid sampling,river_flooding,0–0.5 m
131067100159,13106,台東区,Municipal,Other,民俗文化財,有形民俗文化財,point,今戸人形の型(追加),,,,,river_flooding,No data
131067100162,13106,台東区,Municipal,Other,民俗文化財,有形民俗文化財,point,吉徳これくしょん(和書),0.42,神田川流域;隅田川及び新河岸川流域,,external point-grid sampling,river_flooding,0–0.5 m
131067100163,13106,台東区,Municipal,Other,民俗文化財,有形民俗文化財,point,吉徳これくしょん(一枚刷),0.42,神田川流域;隅田川及び新河岸川流域,,external point-grid sampling,river_flooding,0–0.5 m
131067100168,13106,台東区,Municipal,Other,民俗文化財,有形民俗文化財,point,吉徳これくしょん〔芝居番付類(一枚刷)〕,0.42,神田川流域;隅田川及び新河岸川流域,,external point-grid sampling,river_flooding,0–0.5 m
131067100171,13106,台東区,Municipal,Other,民俗文化財,有形民俗文化財,point,吉徳これくしょん(古文書),0.42,神田川流域;隅田川及び新河岸川流域,,external point-grid sampling,river_flooding,0–0.5 m
131067100174,13106,台東区,Municipal,Other,民俗文化財,有形民俗文化財,point,吉徳これくしょん(羽子板),0.42,神田川流域;隅田川及び新河岸川流域,,external point-grid sampling,river_flooding,0–0.5 m
131067100178,13106,台東区,Municipal,Other,民俗文化財,有形民俗文化財,point,吉徳これくしょん(五月人形),0.42,神田川流域;隅田川及び新河岸川流域,,external point-grid sampling,river_flooding,0–0.5 m
131067100181,13106,台東区,Municipal,Other,民俗文化財,有形民俗文化財,point,吉徳これくしょん(雛人形),0.42,神田川流域;隅田川及び新河岸川流域,,external point-grid sampling,river_flooding,0–0.5 m
131067100182,13106,台東区,Municipal,Other,記念物,史跡,point,渋沢栄一家墓所,0.0,神田川流域,,external point-grid sampling,river_flooding,0
131067100187,13106,台東区,Municipal,Other,記念物,史跡,point,徳川家光薨去に伴う殉死者の墓,0.0,神田川流域,,external point-grid sampling,river_flooding,0
official_export_001:0,13106,台東区,National,Designated,有形文化財,建造物,building_direct,浅草神社,0.1,隅田川・新河岸川流域,L2（想定最大規模）,PLATEAU building risk,river_flooding,0–0.5 m
official_export_001:1,13106,台東区,National,Designated,有形文化財,建造物,building_direct,浅草神社,0.1,隅田川・新河岸川流域,L2（想定最大規模）,PLATEAU building risk,river_flooding,0–0.5 m
official_export_001:6,13106,台東区,National,Designated,有形文化財,建造物,building_direct,旧岩崎家住宅(東京都台東区池之端一丁目),0.014,神田川流域,L2（想定最大規模）,PLATEAU building risk,river_flooding,0–0.5 m
